score,comment,serving,rbid,rbbrewer,created_at
4,"Draft at Klosterbrau in Bamberg. Clear honey gold color.  Nose is sweet and sweaty fruit and honey, rich smelling and almost pungent at times.  Creamy and soft texture, full bodied, developing really well into a sweetened apricot and honey finish.  Good depth, just a bit too sweet overall.",,11969,1815,'2008-06-05 00:00:00'
4,"draft at kolsterbrau in bamberg. super cloudy orange body with a fine-bubbled and silky white head. nose is semi-sweet banana bread with intense perfumed fruit and mineral esters. lively carbonation, spicy, sharp, rustic, feigns acidity.  banana, creamed orange, strong clove, all wonderfully presented by a rich, chewy and thick body active with exciting effervescence.",,11968,1815,'2009-10-20 00:00:00'
3.6,"Draught at Kolsterbrau in Bamberg.  Clear medium yellow colored body, with a perfectly suitable hoppy pils nose of clean malt, light hops, and light yeast... flavor is wet up front but quickly develops crispness.  Light overall but full bodied, refreshing and smacking on the palate, with a fresh brightness throughout, but only medium-to-low hop bitterness.  Still, very nice, very clean, very delicious.",,17668,1815,'2008-06-05 00:00:00'
3.3,"draft at klosterbrau in bamberg.  deep chestnut brown body with a dark red tint at the bottom.  nose has a bit of tin and butter along with the obligatory black patent malt, mild char, mild ash, etc. dusty, ashy texture, medium body.  twang across the middle and in the finish.  not great.",,10082,1815,'2009-10-20 00:00:00'
3.5,"amber brown body, small off-white head.  clean cereal grain and amber-tinged raw grains in the nose.  medium sweetness, medium-light body.  good oiliness without gravity.  fresh, clean, toasty, solid texture.",,98764,3892,'2011-01-14 00:00:00'
2.8,"weissenohe monk’s fest marzen, 500ml, bottle conditioned.  a treat to find such a thing.  into a ceramic mug stolen from a zoigl stube.   vienna and munich malt nose (toffee, caramel, honey, vanilla - mild).  yeast seems to impart some fruit-forward esters in the aroma (red apple skin, marachino cherry, overripe pear and grape).  apple and grape-juice sweetness up front is held inside loosely by a medium-light body and light to low natural  carbonation.  I think my biggest complaints are lack of crispness (the grape and plastic sugar quality seems to mute what crispness there is) and the mild/low carbonation (like many british bottles).  not that I want more effervescence in something like a marzen, but I want carbonation in a form other than lifeless.  that with a crisp malt edge and a touch less sweetness would have me smitten.  as it stands in bottle form it just isn’t anything close to a great beer.",,64432,3892,'2010-08-07 00:00:00'
2.4,"500ml, bottle conditioned.  medium-dark caramel colored body, low carbonation as in the marzen, little to no head.  nose centers around haplessly sweetened grape and apple juice, with the grape flavoring and what seems like wood oil coating the mouth throughout.  chewy but flabby body.  horrible flavor.  drainpour. ",,98666,3892,'2010-08-08 00:00:00'
3.4,"Bright orange/pink hue.  Apple cider in the aroma, quite dry with a sugary sweet flavor of orange, and grapes.  Warms the back of the tongue like a good distilled spirit.",,6222,897,'2003-10-13 00:00:00'
4.2,"Draft at Fränkisches Bierfest Nürnberg.
Juicy and floral lemon hop aroma, very expressive.
Superbly soft malt plays with minerallic water, crisp body and prickly, grassy, green-ish hops.
Pilsner malt and German hop beauty.
Dry, crisp, clean, wonderfully expressive with both malt and hop.
Yeast rounds and mellows and doesn’t overstep into masking.
Enjoyably bright and clean malt expression.
Cheese, cream, lemon oil, melon, tropical / citrus hints.
Wonderfully balanced and flavorful.",,78788,2034,'2013-06-08 00:00:00'
3.4,"fresh bottle.  sparkling bright gold body with a white, medium-sized bubbled head.  beautifully clean but soft nose of both sweet honey / biscuit / cracker pilsner malt and a quiet German hop bouquet (dried grass, spice, light fruit) and a very-proper mineral / calcium carbonate smell to the water.   crisp, smacking texture though it’s a bit oily and waxy in the finish (and a bit too thin). medium-light body, medium-light frothiness.  what it lacks in texture it makes up for in aroma and flavor: though light, it’s very clean and fresh and without many off-notes.  there’s a touch of metal and a touch of DMS here and there, more noticeable as it warms and breathes. ",,9988,897,'2012-12-22 00:00:00'
4,"Draft at Fränkisches Bierfest Nürnberg.
Given the character I would guess this is the kellerbier filtered.
Very clean pilsner malt expression.  Aromatic crackers, just-baked bread.
Medium sweet, mild -to-medium bitterness.
Minerallic, crisp, quenching, clean.
Beautiful in it’s simplicity.
Soft malt, balanced bitterness.
Lingering spiced lemon / floral hop flavors.",,60665,2034,'2013-06-08 00:00:00'
3.2,"500ml swingtop bought in Iowa or Wisconsin or somewhere else in the middle.  Pours amber copper colored, with a slight chill haze that seems to darken the color, and a tan head almost has shades of grey.  Nose is toasted corn, dried hop leaves and a faint bit of cinnamon and apple.  Sweet, festive marzen-like flavor up front, some dried corn, some tortillas, some dried grass, and then more of an orange, lemon and sweet honey note, finishing with a malt and butterscotch sweetness, with a bit of a pasty texture left on the tongue.  Not as good as I had hoped, but still a respectable kellerbier.",,37413,897,'2008-02-05 00:00:00'
3.7,"Draft at Fränkisches Bierfest Nürnberg.
Clear chestnut brown with a large off-white head.
Toasty, nutty, doughy, bready, inviting aroma.
Okay so there’s some wet dog hair but that’s probably just me.
Medium body and dry.
Toasty, nutty dark cara malts; crunchy.
Faint just-roasted dark malt.
Fantastically frothy and vivid in the mouth.
Presence, buddy.",,11048,2034,'2013-06-08 00:00:00'
3,"bottle.  black body with a light brown head.  nose of creamed bananas, black patent malt, clove, mold, a little bit of plastic and burnt licorice.  silky and creamy wheat texture, soft carbonation.  simple, slightly sweet but turns slightly sour and oxidation becomes more noticeable with temperature.",,7753,897,'2010-02-20 00:00:00'
3.2,"A semi-dark Weihnachtsfestbier (not Oktoberfest or Märzen) with a toasted bread crust, roast and cola core and a nutmeg / spice quality that seems, and is, entirely malt-derived. Medium body, sweet, a bit crude and raw with a residual yeast / chalk powder / plastic note that affects the otherwise straightforward nut, bread, toast, dark malt character. Frothy and creamy high carbonation, medium bitterness.",,97264,2034,'2013-12-04 00:00:00'
2.8,"Yay, another eisbock.  I don’t have many.  Wonderful nose of this one, reminds me of dates, wood, plums, red grapes and some burnt, charred oak or cedar wood.  Slightly boozy in the nose as well.  Texture is moderately thick, slick and a bit sweet, full and thick.  Tastes more of plums, pipe tobacco and wood, with a nice earthy, dark fruit alcohol presence.  Great stuff.",,14367,897,'2007-07-12 00:00:00'
2.9,"Hazed pale amber with a soft white head.
Herbal, juicy orange / lemon noble hop aroma with mild caramelized sugar malt touches.
Medium body, low carbonation, medium sweetness, mandarin orange hoppiness.
Somewhat watery / limp in the finsh.
Fruit salad notes become strong, with more banana cream character than is typically found in kellerbier.
Yeasty, yogurt-like, a tad estery, and a bit gummy in the finish. Not terrible but a tad bland.
Bottle best by June 2014.",,60074,2034,'2013-12-02 00:00:00'
3.5,"bottle at Nurnberger Alm.  another guten-hopfen pilsner, though it appears this one has existed for years. strikingly rich gold hue; clear, effervescent body; small white head.  this fresh bottle has a *very* vibrant spalt hop lemon oil / wildflower / white pepper character. very distinct Lemon Haze marijuana aroma (accompanied by a icky-sticky texture too) that seems very rich and layered early on before becoming more one-dimensional as it opens (and oxidizes, I guess). filling, frothy, full mouthfeel. waxy and oily but not overly bitter, so I think there’s a lot of middle and late hopping and not so much early on.  medium+ sweetness, medium+ acid, medium bitterness.  very flavorful and rich, and no noticeable defects of faults.  my only complaint is its unidimentionality, but that doesn’t mean I wouldn’t drink it often if I had access to it.  creamy, lemony, soft mouth presence with a more herbal / floral-flavored finish. the bitterness transcends simple hops and moves over to straight up lemon rind (the kind of lemon oil character you get in an vodka / lemonchillo extraction, for example).  additionally, malt is basically non-existant in the nose; this is all about spalt hops.  I doubt that the hop character in this beer has always been like this, given the previous ratings. the label gets a 1/5 though, makes me think I’m buying a Warsteiner or Tucher Pils :) ",,20540,2628,'2013-05-24 00:00:00'
2.5,"lightly hazed pale yellow, white head, decent retention.  for a hefe it’s fairly pale, no sediment, and looks like it’s been filtered.  mild, transparent nose: soft wheat, light banana... air... lots of air smells, yeah.  pale, thin, watery, lacks flavor and depth.  simple and boring.",,5093,897,'2010-12-06 00:00:00'
2.5,"Bottle from the brewery. Dull orange-gold with a white head. Spinach / leafy green vegetable and turnip DMS foulness on top of a pale malt core. Stale yeast powder and makeup powder and hand soap notes set the mood. Medium body, sweet, mildly tangy / peppery. Thinner finish, candy apple cloying sugars in the finish. ",,53850,2034,'2013-12-02 00:00:00'
3.2,"draft at Nurnberger Alm.
clear gold with a thick and finely-bubbled white head. medium-light body with a quick finish; oily approach with your basic moderately-sweet honey / cracker pale malt with light huskiness / graininess; low German hop bitterness; fizzy carbonation.  lingering scorched corn kernel finish.  ",,39794,2628,'2012-12-06 00:00:00'
